venom|effect|pmid
exenatide|nausea|16634116
exenatide|obese|16643856
exenatide|autoimmune disease|16643856
exenatide|regeneration|16643856
exenatide|1/3 meter|16643856
exenatide|general metabolic function|16643856
exenatide|type 1 diabetes mellitus|16643856
exenatide|food intake|16722815
exenatide|weight loss|16722815
exenatide|gastric emptying|16722815
exenatide|obese|16772206
exenatide|hypoglycemia|16772206
exenatide|weight loss|16772206
exenatide|gastric emptying|16772206
exenatide|weight gain|16772206
exenatide|hyperglycemia|16772206
exenatide|nausea|16772206
exenatide|hypoglycaemia|16776749
exenatide|hypoglycemia|16776749
exenatide|nausea|16776749
exenatide|hypoglycaemia|16776751
exenatide|nausea|16776751
exenatide|hypoglycemia|16776751
exenatide|body mass index|16776751
exenatide|infantile nystagmus syndrome|16782054
exenatide|stress|16782054
exenatide|hypoglycemia|16788334
exenatide|food intake|16788334
exenatide|weight loss|16788334
exenatide|nausea|16788334
exenatide|type 2 diabetes mellitus|16859392
exenatide|gastric emptying|16859392
exenatide|hyperglycemia|16859392
exenatide|hyperglycaemia|16859392
exenatide|non-alcoholic fatty liver|16953843
exenatide|disorder of cardiovascular system|16953843
exenatide|metabolic syndrome x|16953843
exenatide|obese|16953843
exenatide|disease of liver|16953843
exenatide|weight decreased|16985091
exenatide|hypoglycemia|16985091
exenatide|delayed gastric emptying|16985091
exenatide|food intake|16985091
exenatide|anticoagulant effect|16988207
exenatide|gastric emptying|16988207
exenatide|weight loss|17020425
exenatide|fasting|17098089
exenatide|food appetite|17098089
exenatide|weight loss|17098089
exenatide|gastric emptying|17098089
exenatide|weight gain|17098089
exenatide|food intake|17098089
exenatide|nausea|17098089
exenatide|fasting|17109672
exenatide|gastric emptying|17109672
exenatide|type 2 diabetes mellitus|17125767
exenatide|nerve conduction|17125767
exenatide|peripheral nerve disease|17125767
exenatide|sensory neuropathy|17125767
exenatide|fasting|17130484
exenatide|loss of appetite|17130484
exenatide|food intake|17130484
exenatide|weight loss|17130484
exenatide|anorexia|17130484
exenatide|fasting|17160407
exenatide|weight gain|17160407
exenatide|nausea|17160407
exenatide|obese|17195423
exenatide|hypoglycemia|17195423
exenatide|weight loss|17195423
exenatide|gastric emptying|17195423
exenatide|hyperglycemia|17195423
exenatide|weight gain|17195423
exenatide|nausea|17195423
exenatide|food appetite|17201111
exenatide|general metabolic function|17201111
exenatide|nausea|17220786
exenatide|food intake|17263764
exenatide|weight loss|17263764
exenatide|gastric emptying|17263764
exenatide|fasting|17292559
exenatide|obesity|17292559
exenatide|sedentary lifestyle|17292559
exenatide|food intake|17292977
exenatide|plasma glucose concentration|17292977
exenatide|gastric emptying|17292977
exenatide|fasting|17319471
exenatide|hypoglycemia|17319471
exenatide|gastric emptying|17319471
exenatide|1/3 meter|17319471
exenatide|vascular disorder|17319471
exenatide|weight gain|17319471
exenatide|hyperglycemia|17319471
exenatide|adjustment|17323791
exenatide|dyslipidemia|17323791
exenatide|gastric emptying|17323791
exenatide|general metabolic function|17342635
exenatide|fasting|17353504
exenatide|hyperglycemia|17353504
exenatide|nausea|17353504
exenatide|quality of life satisfaction|17355742
exenatide|disorder of cardiovascular system|17355742
exenatide|fasting|17360951
exenatide|diabetic renal disease|17360951
exenatide|type 2 diabetes mellitus|17379054
exenatide|blood pressure|17379054
exenatide|weight change|17379054
exenatide|body mass index|17379054
exenatide|nausea|17379054
exenatide|fasting|17404349
exenatide|hypoglycemia|17404349
exenatide|nausea|17404349
exenatide|normal renal function|17425627
exenatide|renal impairment|17425627
exenatide|renal function|17425627
exenatide|adjustment|17425627
exenatide|kidney disease|17425627
exenatide|nausea|17425627
exenatide|quality of life satisfaction|17428109
exenatide|hypoglycaemia|17428109
exenatide|hypoglycemia|17428109
exenatide|type 2 diabetes mellitus|17428109
exenatide|hypoglycaemia|17541529
exenatide|hypoglycemia|17541529
exenatide|hypoglycaemia|17566392
exenatide|hypoglycemia|17566392
exenatide|gastric emptying|17566392
exenatide|1/3 meter|17566392
exenatide|weight gain|17566392
exenatide|food intake|17581835
exenatide|gastric emptying|17581835
exenatide|general metabolic function|17584962
exenatide|intolerance|17584962
exenatide|hypoglycemia|17595353
exenatide|fasting|17619527
exenatide|hypoglycemia|17619527
exenatide|gastric emptying|17619527
exenatide|weight gain|17619527
exenatide|disorder of cardiovascular system|17619527
exenatide|type 2 diabetes mellitus|17662202
exenatide|gastric emptying|17662202
exenatide|weight gain|17662202
exenatide|food intake|17662202
exenatide|remission phase|17673522
exenatide|type 1 diabetes mellitus|17673522
exenatide|fasting|17705687
exenatide|hypoglycemia|17705687
exenatide|fasting|17713050
exenatide|food appetite|17713050
exenatide|weight loss|17713050
exenatide|gastric motility|17713050
exenatide|food intake|17713050
exenatide|nausea|17713050
exenatide|obese|17872344
exenatide|type 2 diabetes mellitus|17872344
exenatide|blood pressure|17872344
exenatide|weight loss|17872344
exenatide|hyperglycemia|17872344
exenatide|obese|17896900
exenatide|type 2 diabetes mellitus|17896900
exenatide|intolerance|17896900
exenatide|quality of life satisfaction|17896900
exenatide|weight loss|17896900
exenatide|type 1 diabetes mellitus|17896900
exenatide|infection|17896900
exenatide|gastric emptying|17896900
exenatide|immunodeficiency disorder|17896900
exenatide|human immunodeficiency virus infection|17896900
exenatide|weight gain|17896900
exenatide|infectious disease|17896900
exenatide|body mass index|17896900
exenatide|diabetes mellitus|17909374
exenatide|obesity|17919559
exenatide|type 2 diabetes mellitus|17919559
exenatide|obese|17919559
exenatide|fasting|17931093
exenatide|food appetite|17931093
exenatide|hypoglycaemia|17931093
exenatide|hypoglycemia|17931093
exenatide|weight loss|17931093
exenatide|gastric emptying|17931093
exenatide|weight gain|17931093
exenatide|nausea|17931093
exenatide|weight decreasing|17940451
exenatide|weight loss|17940451
exenatide|gastric emptying|17940451
exenatide|nausea|17940451
exenatide|nausea|18053320
exenatide|weight change|18053320
exenatide|blood pressure|18053320
exenatide|hypoglycaemia|18087791
exenatide|weight gain|18087791
exenatide|hypoglycemia|18087791
exenatide|nausea|18087791
exenatide|decreased tyrosine|18093209
exenatide|fasting|18158075
exenatide|menstruation|18158075
exenatide|hypoglycemia|18158075
exenatide|weight change|18158075
exenatide|body mass index|18158075
exenatide|nausea|18158075
exenatide|diabetes mellitus|18173970
exenatide|obesity|18173970
exenatide|weight gain|18173970
exenatide|weight gain|18218179
exenatide|weight change|18218179
exenatide|weight loss|18218179
exenatide|body mass index|18237357
exenatide|type 2 diabetes mellitus|18237357
exenatide|blood pressure|18237357
exenatide|hyperglycemia|18266113
exenatide|blood glucose normal|18291606
exenatide|weight loss|18291606
exenatide|human parturition, function|18291606
exenatide|vascular constriction|18311183
exenatide|blood pressure|18311183
exenatide|vasospasm|18311183
exenatide|tachycardia|18311183
exenatide|tachyarrhythmia|18311183
exenatide|delayed gastric emptying|18334612
exenatide|hyperglycemia|18334612
exenatide|general metabolic function|18334612
exenatide|gastric emptying|18334612
exenatide|eating|18347527
exenatide|dietary intake|18347527
exenatide|body mass index|18347527
exenatide|type 2 diabetes mellitus|18363534
exenatide|fasting|18366986
exenatide|weight gain|18366986
exenatide|hypoglycemia|18366986
exenatide|blood pressure|18366986
exenatide|gastroparesis syndrome|18374122
exenatide|gastric dilatation|18374122
exenatide|regeneration|18374122
exenatide|fasting|18394265
exenatide|hyperglycemia|18394265
exenatide|lack of awareness|18444920
exenatide|immunosuppression|18444920
exenatide|intolerance|18444920
exenatide|ovulation|18460557
exenatide|polycystic ovaries|18460557
exenatide|weight loss|18460557
exenatide|obesity|18460557
exenatide|body mass index|18460557
exenatide|intolerance|18463034
exenatide|hypoglycemia|18463034
exenatide|type 2 diabetes mellitus|18463034
exenatide|weight decreasing|18463034
exenatide|weight loss|18463034
exenatide|fasting|18473991
exenatide|obesity|18473991
exenatide|blood glucose concentration|18473991
exenatide|hypoglycemia|18491986
exenatide|weight loss|18491986
exenatide|renal failure syndrome|18491986
exenatide|weight gain|18491986
exenatide|hyperglycemia|18491986
exenatide|nausea|18491986
exenatide|parkinson's disease|18492290
exenatide|hypoglycemia|18500914
exenatide|weight loss|18500914
exenatide|nausea|18500914
exenatide|food intake|18512528
exenatide|gastric emptying|18512528
exenatide|type 2 diabetes mellitus|18512528
exenatide|weight loss|18519266
exenatide|osteoarthritis|18519266
exenatide|hypertension|18519266
exenatide|hypertensive disorder|18519266
exenatide|weight gain|18519266
exenatide|menopause present|18519266
exenatide|obesity|18519266
exenatide|delayed gastric emptying|18525067
exenatide|weight loss|18525067
exenatide|gastric emptying|18525067
exenatide|fasting|18533126
exenatide|hypoglycemia|18533126
exenatide|weight loss|18533126
exenatide|gastric emptying|18533126
exenatide|hyperglycemia|18533126
exenatide|food intake|18533126
exenatide|nausea|18533126
exenatide|hyperglycemia|18555933
exenatide|body mass index|18555933
exenatide|obese|18561773
exenatide|hypoglycaemia|18561773
exenatide|hypoglycemia|18561773
exenatide|gastric emptying|18561773
exenatide|nausea|18561773
exenatide|type 2 diabetes mellitus|18603639
exenatide|regeneration|18622276
exenatide|weight loss|18622276
exenatide|type 1 diabetes mellitus|18622276
exenatide|hyperglycaemia|18630617
exenatide|hyperglycemia|18630617
exenatide|nausea|18630617
exenatide|vascular flow|18633100
exenatide|peripheral blood flow|18633100
exenatide|cardiovascular function|18633100
exenatide|general metabolic function|18633100
exenatide|hyperglycemia|18633100
exenatide|fasting|18662495
exenatide|hypoglycemia|18662495
exenatide|type 2 diabetes mellitus|18662495
exenatide|nausea|18662495
exenatide|weight loss|18694484
exenatide|fasting|18782641
exenatide|hypoglycemia|18782641
exenatide|hypoglycaemia|18782641
exenatide|standard meal|18786299
exenatide|gastric emptying|18786299
exenatide|fasting|18786299
exenatide|well adult|18793576
exenatide|fasting|18803987
exenatide|blood pressure|18803987
exenatide|hypoglycemia|18803987
exenatide|body mass index|18803987
exenatide|nausea|18803987
exenatide|nausea|18822227
exenatide|fasting|18828960
exenatide|impaired glucose tolerance|18828960
exenatide|type 2 diabetes mellitus|18828960
exenatide|cholestasis|18829977
exenatide|fasting|18957626
exenatide|hypoglycemia|18957626
exenatide|type 2 diabetes mellitus|18957626
exenatide|nausea|18957626
exenatide|insulinoma|18977255
exenatide|food appetite|18984744
exenatide|weight decreasing|18984744
exenatide|chorea|18984744
exenatide|general metabolic function|18984744
exenatide|choreoathetosis|18984744
exenatide|quality of life satisfaction|19005394
exenatide|immunosuppression|19005394
exenatide|hypoglycaemia|19019476
exenatide|hypoglycemia|19019476
exenatide|nausea|19019476
exenatide|fasting|19022515
exenatide|very large|19022515
exenatide|hypoglycemia|19048830
exenatide|obesity|19048830
exenatide|contraindicated|19048830
exenatide|functional capacity|19060555
exenatide|intolerance|19073224
exenatide|food intake|19073224
exenatide|tolerance decreased|19073224
exenatide|fasting|19073224
exenatide|hypoglycemia|19074620
exenatide|eating|19074620
exenatide|diabetic retinopathy|19084986
exenatide|blindness|19084986
exenatide|blood pressure|19095598
exenatide|immunoglobulins decreased|19095598
exenatide|metabolic syndrome x|19095598
exenatide|weight loss|19095598
exenatide|diabetes mellitus|19095598
exenatide|body mass index|19095598
exenatide|immunosuppression|19104401
exenatide|immune response|19120286
exenatide|type 2 diabetes mellitus|19164583
exenatide|hypoxia|19164583
exenatide|cerebrovascular disorder|19164583
exenatide|food intake|19164583
exenatide|parkinson's disease|19164583
exenatide|chronic metabolic disorder|19182763
exenatide|hypoglycemia|19182763
exenatide|fasting|19194050
exenatide|loss of appetite|19194050
exenatide|food appetite|19194050
exenatide|body mass index|19194050
exenatide|hypoglycemia|19194050
exenatide|nausea|19194050
exenatide|anorexia|19194050
exenatide|hypoglycemia|19203299
exenatide|fasting|19210140
exenatide|weight gain|19210140
exenatide|weight loss|19210140
exenatide|type 2 diabetes mellitus|19210140
exenatide|nausea|19210140
exenatide|hyperglycemia|19217320
exenatide|weight gain|19217320
exenatide|fasting|19236187
exenatide|acute pancreatitis|19236187
exenatide|gastric emptying|19236187
exenatide|food intake|19236187
exenatide|nausea|19236187
exenatide|obesity|19243286
exenatide|weight loss|19243286
exenatide|food intake|19243286
exenatide|gastric emptying|19243286
exenatide|type 2 diabetes mellitus|19243286
exenatide|anxiety|19260377
exenatide|hypoglycaemia|19260377
exenatide|hypoglycemia|19260377
exenatide|weight loss|19260377
exenatide|weight gain|19260377
exenatide|quality of life satisfaction|19277932
exenatide|diabetes mellitus|19277932
exenatide|hypoglycemia|19277932
exenatide|hypoglycaemia|19277932
exenatide|acute pancreatitis|19278373
exenatide|birth|19287346
exenatide|acute pancreatitis|19322980
exenatide|withdrawn|19322980
exenatide|menstruation|19383034
exenatide|type 2 diabetes mellitus|19383034
exenatide|fasting|19383034
exenatide|hypoglycaemia|19383034
exenatide|hypoglycemia|19383034
exenatide|gastric emptying|19383034
exenatide|headache|19383034
exenatide|diarrhoea|19383034
exenatide|nausea|19383034
exenatide|type 2 diabetes mellitus|19421968
exenatide|type 2 diabetes mellitus|19446153
exenatide|body mass index|19446153
exenatide|menstruation|19454385
exenatide|type 2 diabetes mellitus|19454385
exenatide|body mass index|19454385
exenatide|type 2 diabetes mellitus|19459763
exenatide|blood pressure|19459763
exenatide|metabolic syndrome x|19459763
exenatide|disorder of cardiovascular system|19459763
exenatide|body mass index|19459763
exenatide|hypoglycaemia|19515413
exenatide|fasting|19515413
exenatide|hypoglycemia|19515413
exenatide|weight loss|19515413
exenatide|nausea|19515413
exenatide|obese|19545590
exenatide|type 2 diabetes mellitus|19545590
exenatide|weight gain|19545590
exenatide|balance|19545590
exenatide|nausea|19545590
exenatide|hypoxia|19558363
exenatide|infantile nystagmus syndrome|19558363
exenatide|human parturition, function|19558363
exenatide|quality of life satisfaction|19573122
exenatide|hyperglycaemia|19573122
exenatide|hyperglycemia|19573122
exenatide|allergic reaction|19576255
exenatide|food appetite|19624785
exenatide|hypoglycaemia|19624785
exenatide|hypoglycemia|19624785
exenatide|gastric emptying|19624785
exenatide|weight gain|19624785
exenatide|food intake|19624785
exenatide|blood pressure|19640359
exenatide|quality of life satisfaction|19640359
exenatide|myocardial infarction|19640359
exenatide|body mass index|19640359
exenatide|menstruation|19695400
exenatide|pancreatitis|19695400
exenatide|type 2 diabetes mellitus|19695400
exenatide|lost to follow-up|19695400
exenatide|hypoglycemia|19695400
exenatide|acute renal failure syndrome|19695400
exenatide|constipation|19695400
exenatide|dyspepsia|19695400
exenatide|nausea|19695400
exenatide|body mass index|19695400
exenatide|pancreatitis|19703814
exenatide|liver function|19703814
exenatide|acute pancreatitis|19703814
exenatide|diabetes mellitus|19703814
exenatide|fasting|19706990
exenatide|hypoglycemia|19706990
exenatide|body mass index|19706990
exenatide|hypoglycaemia|19719703
exenatide|hypoglycemia|19719703
exenatide|weight loss|19719703
exenatide|nausea|19719703
exenatide|ketosis|19719716
exenatide|quality of life satisfaction|19719716
exenatide|diabetic ketoacidosis|19719716
exenatide|delayed gastric emptying|19719716
exenatide|weight loss|19719716
exenatide|body mass index|19719716
exenatide|quality of life satisfaction|19732121
exenatide|weight change|19732121
exenatide|fasting|19748064
exenatide|food appetite|19748064
exenatide|weight loss|19748064
exenatide|gastric emptying|19748064
exenatide|nausea|19748064
exenatide|fasting|19756973
exenatide|weight gain|19756973
exenatide|food intake|19756973
exenatide|blood glucose concentration|19756973
exenatide|type 2 diabetes mellitus|19756973
exenatide|obese|19758357
exenatide|fasting|19758357
exenatide|h/o: cardiovascular disease|19758357
exenatide|obesity|19758357
exenatide|body mass index|19758357
exenatide|metabolic disease|19770100
exenatide|hyperglycemia|19770100
exenatide|weight decreasing|19770100
exenatide|type 2 diabetes mellitus|19770100
exenatide|autoimmune disease|19808924
exenatide|delayed gastric emptying|19808924
exenatide|hyperglycemia|19836346
exenatide|obesity|19836346
exenatide|weight gain|19836346
exenatide|hyperglycemia|19846744
exenatide|stress|19846744
exenatide|type 2 diabetes mellitus|19905038
exenatide|weight decreased|19911661
exenatide|weight loss|19911661
exenatide|nausea|19911661
exenatide|weight loss|19930004
exenatide|blood pressure|19930004
exenatide|fasting|19930005
exenatide|obese|19930005
exenatide|hypoglycaemia|19930005
exenatide|hypoglycemia|19930005
exenatide|weight gain|19930005
exenatide|body mass index|19930005
exenatide|stress|20019445
exenatide|regeneration|20019445
exenatide|hyperglycemia|20019672
exenatide|hypertension|20019672
exenatide|hypertensive disorder|20019672
exenatide|type 2 diabetes mellitus|20019672
exenatide|blood pressure|20019672
exenatide|resonance|20060451
exenatide|tumor necrosis|20068138
exenatide|type 2 diabetes mellitus|20082536
exenatide|blood pressure|20082536
exenatide|acute pancreatitis|20082536
exenatide|nausea|20082536
exenatide|weight gain|20107105
exenatide|weight loss|20107105
exenatide|hyperglycaemia|20115929
exenatide|hyperglycemia|20115929
exenatide|dyslipidemia|20115929
exenatide|weight loss|20115929
exenatide|hypertension|20115929
exenatide|gastric emptying|20115929
exenatide|simple obesity|20115929
exenatide|disorder of cardiovascular system|20115929
exenatide|obesity|20115929
exenatide|hypertensive disorder|20115929
exenatide|fasting|20151774
exenatide|type 2 diabetes mellitus|20151774
exenatide|body mass index|20151774
exenatide|obesity|20152707
exenatide|weight loss|20152707
exenatide|prolonged periods|20152707
exenatide|fasting|20184107
exenatide|loss of appetite|20184107
exenatide|dyspepsia|20184107
exenatide|type 2 diabetes mellitus|20184107
exenatide|obese|20184107
exenatide|hypoglycemia|20184107
exenatide|insomnia|20184107
exenatide|obesity|20184107
exenatide|nausea|20184107
exenatide|anorexia|20184107
exenatide|type 2 diabetes mellitus|20197503
exenatide|peripheral blood flow|20197503
exenatide|general metabolic function|20197503
exenatide|hyperglycemia|20197503
exenatide|food intake|20197503
exenatide|impaired glucose tolerance|20200309
exenatide|disorder of cardiovascular system|20206728
exenatide|type 2 diabetes mellitus|20206728
exenatide|blood pressure|20206728
exenatide|dyslipidemia|20206728
exenatide|hypoglycemia|20206728
exenatide|pancreatic function|20206728
exenatide|liver function|20206728
exenatide|hyperglycemia|20206728
exenatide|weight gain|20206728
exenatide|type 2 diabetes mellitus|20206729
exenatide|gastric emptying|20206729
exenatide|fasting|20215461
exenatide|hypoglycemia|20215461
exenatide|nausea|20215461
exenatide|weight loss|20215461
exenatide|blood pressure|20215461
exenatide|weight gain|20298625
exenatide|weight loss|20298625
exenatide|type 2 diabetes mellitus|20298625
exenatide|food intake|20298778
exenatide|fasting|20332351
exenatide|hypoglycemia|20332351
exenatide|blood pressure|20332351
exenatide|nausea|20332351
exenatide|obese|20332357
exenatide|impaired fasting glycaemia|20332357
exenatide|weight loss|20332357
exenatide|obesity|20332357
exenatide|impaired glucose tolerance|20332357
exenatide|hyperglycemia|20332358
exenatide|delayed gastric emptying|20332358
exenatide|gastric emptying|20332358
exenatide|weight decreased|20357372
exenatide|fasting|20357372
exenatide|hypoglycemia|20357372
exenatide|obese|20382777
exenatide|weight gain|20382777
exenatide|food intake|20382777
exenatide|obese|20399326
exenatide|blood pressure|20399326
exenatide|hypoglycemia|20399326
exenatide|weight loss|20399326
exenatide|nausea|20399326
exenatide|regeneration|20410202
exenatide|type 1 diabetes mellitus|20410202
exenatide|1/3 meter|20410202
exenatide|total body fat|20424219
exenatide|fasting|20425675
exenatide|arthralgia|20425675
exenatide|hypertension|20425675
exenatide|hypertensive disorder|20425675
exenatide|remission phase|20425675
exenatide|obesity|20425675
exenatide|wanted|20425675
exenatide|weight loss|20447851
exenatide|body mass index|20447851
exenatide|fasting|20460445
exenatide|dyslipidemia|20460445
exenatide|weight loss|20460445
exenatide|blood pressure|20460445
exenatide|hypoglycemia|20463421
exenatide|weight loss|20463421
exenatide|type 2 diabetes mellitus|20463421
exenatide|blood pressure|20463421
exenatide|obese|20464538
exenatide|food intake|20484613
exenatide|food appetite|20484613
exenatide|nausea|20484613
exenatide|hyperlipidemia|20494360
exenatide|fasting|20494360
exenatide|stress|20494360
exenatide|obese|20530705
exenatide|type 2 diabetes mellitus|20530705
exenatide|hypoglycemia|20530705
exenatide|weight loss|20530705
exenatide|examined for|20530705
exenatide|diabetes mellitus|20530705
exenatide|weight gain|20530705
exenatide|nausea|20530705
exenatide|eating routine|20554932
exenatide|food intake|20554932
exenatide|eating|20554932
exenatide|fasting|20557887
exenatide|impaired glucose tolerance|20557887
exenatide|weight loss|20557887
exenatide|obese|20559304
exenatide|weight loss|20559304
exenatide|food intake|20559304
exenatide|fasting|20580422
exenatide|hypoglycaemia|20580422
exenatide|hypoglycemia|20580422
exenatide|weight loss|20580422
exenatide|peripheral edema|20580422
exenatide|infection|20580422
exenatide|infectious disease|20580422
exenatide|diarrhoea|20580422
exenatide|nausea|20580422
exenatide|hypoglycaemia|20598606
exenatide|hypoglycemia|20598606
exenatide|weight loss|20598606
exenatide|body mass index|20598606
exenatide|fasting|20598608
exenatide|hyperglycaemia|20598608
exenatide|hyperglycemia|20598608
exenatide|fasting|20615102
exenatide|type 2 diabetes mellitus|20615102
exenatide|hypoglycemia|20615102
exenatide|weight loss|20615102
exenatide|weight gain|20615102
exenatide|body mass index|20615102
exenatide|weight loss|20616619
exenatide|weight gain|20624837
exenatide|obesity|20624837
exenatide|weight loss|20624837
exenatide|weight loss|20644202
exenatide|hypoglycemia|20644202
exenatide|type 2 diabetes mellitus|20644202
exenatide|anxiety|20646668
exenatide|hyperglycaemia|20646668
exenatide|heart failure|20646668
exenatide|quality of life satisfaction|20646668
exenatide|hypoglycaemia|20646668
exenatide|cardiac failure|20646668
exenatide|hypoglycemia|20646668
exenatide|weight loss|20646668
exenatide|weight gain|20646668
exenatide|hyperglycemia|20646668
exenatide|body mass index|20646668
exenatide|acute pancreatitis|20682680
exenatide|intolerance|20686848
exenatide|renal function|20686848
exenatide|type 2 diabetes mellitus|20686848
exenatide|smoker|20686848
exenatide|acute renal failure syndrome|20686848
exenatide|dehydration|20686848
exenatide|nausea|20686848
exenatide|retinal damage|20688733
exenatide|diabetic retinopathy|20688733
exenatide|retinal disorder|20688733
exenatide|hyperglycemia|20701787
exenatide|hypoglycemia|20701787
exenatide|cardiovascular function|20736238
exenatide|food intake|20736238
exenatide|blood pressure|20736238
exenatide|pancreatitis|20738033
exenatide|malignant tumor of thyroid gland|20738033
exenatide|weight loss|20738033
exenatide|weight gain|20738033
exenatide|nausea|20738033
exenatide|steatosis of liver|20795946
exenatide|drinking|20795946
exenatide|food intake|20795946
exenatide|impaired glucose tolerance|20795946
exenatide|weight gain|20809667
exenatide|hypoglycemia|20809667
exenatide|food appetite|20809667
exenatide|weight loss|20809667
exenatide|weight loss|20841306
exenatide|type 2 diabetes mellitus|20841306
exenatide|blood pressure|20841306
exenatide|body mass index|20854385
exenatide|nausea|20854385
exenatide|metabolic syndrome x|20874425
exenatide|blood pressure|20874425
exenatide|body mass index|20874425
exenatide|intact skin|20878660
exenatide|dyspepsia|20887303
exenatide|blood pressure|20887303
exenatide|hypoglycaemia|20887303
exenatide|hypoglycemia|20887303
exenatide|weight loss|20887303
exenatide|nausea|20887303
exenatide|necrosis|20923958
exenatide|obesity|20923958
exenatide|pancreatitis|20923958
exenatide|vacuolation|20923958
exenatide|acute inflammation|20923958
exenatide|ischemic stroke|20929995
exenatide|ischemic heart disease|20929995
exenatide|hyperlipidemia|20929995
exenatide|hypertension|20929995
exenatide|obesity|20929995
exenatide|myocardial infarction|20929995
exenatide|disorder of cardiovascular system|20929995
exenatide|hypertensive disorder|20929995
exenatide|hypoglycaemia|20977576
exenatide|fasting|20977576
exenatide|hypoglycemia|20977576
exenatide|headache|20977576
exenatide|nausea|20977576
exenatide|hyperglycaemia|20979668
exenatide|hyperglycemia|20979668
exenatide|obese|21030101
exenatide|hypoglycemia|21034377
exenatide|nausea|21034377
exenatide|human parturition, function|21048339
exenatide|type 2 diabetes mellitus|21048339
exenatide|human parturition, function|21126761
exenatide|fasting|21129350
exenatide|human parturition, function|21129350
exenatide|type 2 diabetes mellitus|21129350
exenatide|weight decreased|21138825
exenatide|constipation|21138825
exenatide|hypoglycemia|21138825
exenatide|weight gain|21138825
exenatide|nausea|21138825
exenatide|headache|21138825
exenatide|fasting|21142268
exenatide|type 2 diabetes mellitus|21142268
exenatide|weight loss|21142268
exenatide|gastric emptying|21142268
exenatide|food intake|21142268
exenatide|infectious disease|21144822
exenatide|infection|21144822
exenatide|tumor necrosis|21144822
exenatide|viral disease|21144822
exenatide|plaque|21144822
exenatide|balance|21158486
exenatide|type 2 diabetes mellitus|21194600
exenatide|blood pressure|21194600
exenatide|body mass index|21194600
exenatide|fasting|21205127
exenatide|fasting|21208359
exenatide|allergic reaction|21208359
exenatide|neoplasm, malignant (primary)|21208359
exenatide|malignant neoplastic disease|21208359
exenatide|hyperglycaemia|21208359
exenatide|hyperglycemia|21208359
exenatide|increased thickness|21215253
exenatide|intolerance|21216851
exenatide|gastric emptying|21216851
exenatide|obese|21219119
exenatide|blood pressure|21219119
exenatide|quality of life satisfaction|21219119
exenatide|dyslipidemia|21219119
exenatide|hypertension|21219119
exenatide|hypertensive disorder|21219119
exenatide|diabetes mellitus|21227526
exenatide|obesity|21227526
exenatide|anorexia|21227526
exenatide|stress|21253697
exenatide|diabetic renal disease|21253697
exenatide|albuminuria|21253697
exenatide|blood pressure|21253697
exenatide|renal function|21255526
exenatide|hypoglycemia|21255526
exenatide|renal clearance|21255526
exenatide|renal impairment|21255526
exenatide|adverse reaction|21266202
exenatide|quality of life satisfaction|21270189
exenatide|stress|21284481
exenatide|type 2 diabetes mellitus|21284481
exenatide|body mass index|21284481
exenatide|weight decreased|21285388
exenatide|weight gain|21285388
exenatide|hypoglycemia|21285388
exenatide|hypoglycemia|21293084
exenatide|type 2 diabetes mellitus|21293084
exenatide|blood pressure|21293084
exenatide|hyperglycemia|21293084
exenatide|asthenia|21293084
exenatide|weight loss|21293084
exenatide|obesity|21293084
exenatide|disorder of cardiovascular system|21293084
exenatide|fasting|21307137
exenatide|hypoglycemia|21307137
exenatide|wanted|21307137
exenatide|nausea|21307137
exenatide|acute pancreatitis|21320263
exenatide|obesity|21320263
exenatide|menstruation|21320263
exenatide|peripheral nerve disease|21323903
exenatide|malignant neoplastic disease|21334333
exenatide|pancreatitis|21334333
exenatide|neoplasm, malignant (primary)|21334333
exenatide|malignant tumor of thyroid gland|21334333
exenatide|malignant tumor of pancreas|21334333
exenatide|type 2 diabetes mellitus|21334413
exenatide|heart failure|21359201
exenatide|cardiac failure|21359201
exenatide|congestive heart failure|21359201
exenatide|dilated cardiomyopathy|21359201
exenatide|cardiac function|21359201
exenatide|hypoglycaemia|21410858
exenatide|obese|21410858
exenatide|hypoglycemia|21410858
exenatide|acute coronary syndrome|21410975
exenatide|cerebrovascular disorder|21410975
exenatide|myocardial infarction|21410975
exenatide|hyperglycemia|21410975
exenatide|obese|21415845
exenatide|type 2 diabetes mellitus|21415845
exenatide|weight loss|21415845
exenatide|obesity|21415845
exenatide|food intake|21415845
exenatide|human parturition, function|21415845
exenatide|fasting|21434995
exenatide|hypoglycaemia|21434995
exenatide|hypoglycemia|21434995
exenatide|weight loss|21434995
exenatide|nausea|21434995
exenatide|type 2 diabetes mellitus|21461562
exenatide|hyperkinesia|21472764
exenatide|transient cerebral ischemia|21472764
exenatide|ischemia|21472764
exenatide|pancreatitis|21487080
exenatide|acute pancreatitis|21487080
exenatide|cerebral ischemia|21487412
exenatide|stress|21487412
exenatide|neurological deficit|21487412
exenatide|type 2 diabetes mellitus|21487412
exenatide|ischemic stroke|21487412
exenatide|myocardial infarction|21487412
exenatide|ischemia|21487412
exenatide|type 2 diabetes mellitus|21515323
exenatide|renal clearance|21515323
exenatide|eating|21557790
exenatide|fasting|21557790
exenatide|quality of life satisfaction|21557790
exenatide|bowel action|21557790
exenatide|short bowel syndrome|21557790
exenatide|body mass index|21563878
exenatide|fasting|21574000
exenatide|metabolic syndrome x|21574000
exenatide|blood pressure|21574000
