compound|predicate|object|pmid
liraglutide|compared_with|placebo|21663496
agonists|compared_with|placebo|21663496
HbA|stimulates|GLP-1|21663496
agonist|treats|type 2 diabetes mellitus|21719364
Exenatide|stimulates|GLP-1 receptor|21719364
insulin glargine|treats|type 2 diabetes mellitus|21719364
agonist|compared_with|insulin glargine|21719364
agonist|same_as|insulin glargine|21719364
exenatide|treats|T2DM|21719364
IG|treats|patients|21719364
IG|treats|T2DM|21719364
exenatide|treats|obese|21719364
exenatide|treats|patients|21719364
exenatide|compared_with|IG|21719364
IG|treats|obese|21719364
Exenatide|compared_with|IG|21719364
Exenatide|treats|patients|21719364
IG|treats|patients|21719364
exenatide|treats|type 2 diabetes mellitus|21719364
insulin glargine|treats|patients|21719364
insulin glargine|treats|type 2 diabetes mellitus|21719364
exenatide|treats|obesity|21719364
exenatide|compared_with|insulin glargine|21719364
insulin glargine|treats|obesity|21719364
exenatide|treats|type 2 diabetes|21730278
exenatide|treats|patients|21730278
exenatide|compared_with|exenatide|21730278
exenatide|associated_with|type 2 diabetes mellitus|21730278
agonists|compared_with|exenatide|21730278
glucose|associated_with|type 2 diabetes mellitus|21732798
agonists|treats|T2DM|21732798
exenatide|treats|type 2 diabetes mellitus|21742605
exenatide|treats|patients|21742605
insulin glargine|treats|patients|21742605
insulin glargine|treats|type 2 diabetes mellitus|21742605
exenatide|treats|type 2 diabetes|21751887
Exenatide|affects|glucose homeostasis|21751893
Exenatide|compared_with|glimepiride|21751893
exendin-4|stimulates|glucagon-like peptide-1 receptor|21810596
GLP-1R|part_of|neurons|21810596
exendin-4|neg_interacts_with|blood glucose|21810596
exendin-4|neg_interacts_with|HbA|21810596
exendin-4|treats|mice|21810596
exendin-4|treats|DPN|21810596
exendin-4|affects|polyneuropathy|21810596
insulin|part_of|patients|21856602
Glucagon-like peptide-1|augments|insulin secretion|21871831
agonists|inhibits|enzymatic|21871831
exenatide|associated_with|T2DM|21871831
exenatide|part_of|patients|21871831
exenatide|compared_with|liraglutide|21871831
liraglutide|associated_with|T2DM|21871831
liraglutide|part_of|patients|21871831
agonists|neg_predisposes|hypoglycaemia|21871831
agonists|affects|pleiotropic|21871831
agonist|interacts_with|exendin-4|21901364
Ex-4|treats|rats|21901364
Ex-4|compared_with|saline|21901364
kinase|associated_with|DM|21901364
glucagon|augments|insulin secretion|21902291
agonists|inhibits|systolic blood pressure|21902291
exenatide|stimulates|GLP-1 receptor|21902291
agonists|treats|type 2 diabetes|21902291
analogues|treats|Type 2 diabetes mellitus|21902291
Exenatide|treats|type 2 diabetes mellitus|21904106
Exenatide|treats|patients|21904106
exenatide|treats|type 2 diabetes|21904106
agonists|treats|type 2 diabetes|21905764
agonists|stimulates|GLP-1R|21905764
exenatide|treats|type 2 diabetes|21905764
liraglutide|stimulates|GLP-1R|21905764
agonists|causes|weight loss|21905764
Exenatide|isa|analogue|21920963
exenatide|treats|patients|21920963
exenatide|treats|ST-segment elevation myocardial infarction|21920963
Exenatide|disrupts|reperfusion injury|21920963
exendin-4|isa|analog|21957486
exendin-4|causes|apoptosis|21957486
fatty acids|causes|Steatosis|21957486
agonist|treats|high fructose diet|21957486
agonist|augments|insulin secretion|21961484
agonist|treats|Type 2 diabetes|21961484
exenatide|stimulates|glucagon-like peptide-1 receptor|21961484
exenatide|affects|parameters|22040840
exenatide|affects|weight loss|22040840
agonists|interacts_with|incretin|22051096
liraglutide|associated_with|T2DM|22051096
liraglutide|compared_with|therapies|22051096
basal insulin|associated_with|type 2 diabetes mellitus|22051096
exenatide|treats|type 2 diabetes|22056400
exenatide|treats|patients|22056400
oral hypoglycaemic|isa|medications|22056400
exenatide|affects|type 2 diabetes|22056400
drug|treats|type 2 diabetes|22067476
exenatide|stimulates|glucagon-like peptide 1 receptor|22067476
exenatide|interacts_with|haemoglobin A1c|22074017
insulin|coexists_with|sulphonylureas|22074017
exenatide|treats|obesity|22076596
exenatide|treats|youth|22076596
Exenatide|treats|weight-loss|22076596
cannabinoid CB1 receptor|stimulates|glucagon-like peptide-1 (GLP-1) receptor|22100840
agonist|affects|consumption|22100840
exendin-4|affects|consumption|22100840
endocannabinoids|interacts_with|neurotransmitters|22100840
CB1 receptor|affects|consumption|22100840
exendin-4|part_of|Wistar rats|22100840
CB1 receptor|stimulates|GLP-1 receptor|22100840
cannabinoid CB1 receptor|stimulates|glucagon-like peptide-1 receptor|22100840
agonist|treats|patients|22146227
agonist|treats|type 2 diabetes|22146227
Exenatide|stimulates|GLP-1 receptor|22146227
glucagon|interacts_with|incretin|22146227
exenatide|treats|type 2 diabetes|22146227
exenatide|treats|patients|22146227
exendin-4|isa|drug|22150224
agonists|treats|diabetes|22150224
exenatide|affects|endothelial dysfunction|22155457
Drugs|treats|type 2 diabetes mellitus|22158421
glucagon-like peptide-1|affects|cells|22158421
exendin-3|part_of|Rats|22170618
exendin-3|affects|sucrose intake|22170618
Exendin-4|affects|sucrose intake|22170618
Exenatide|treats|type 2 diabetes|22209597
Exenatide|treats|obesity|22209597
Exenatide|treats|patients|22209597
Exenatide|isa|analogue|22209597
exenatide|treats|type 2 diabetes|22209597
exenatide|treats|obesity|22209597
exenatide|treats|patients|22209597
HbA|isa|treatment|22209597
Exenatide|isa|drug|22209597
exenatide|treats|type 2 diabetes mellitus|22209597
pioglitazone|treats|type 2 diabetes|22210563
pioglitazone|treats|patients|22210563
exenatide|compared_with|metformin|22210563
HbA|compared_with|MET|22210563
exenatide|treats|cohort|22216894
metformin|treats|T2D|22227407
sulphonylureas|treats|T2D|22227407
exenatide|treats|poor glycaemic control|22227407
exenatide|treats|diabetes|22227407
exenatide|treats|patient|22227407
agonists|stimulates|glucagon-like peptide-1|22232377
glucagon|inhibits|gastric emptying|22232377
GLP-1|augments|insulin secretion|22232377
dipeptidyl peptidase-IV|interacts_with|GLP-1|22232377
agents|compared_with|agents|22232377
agonists|treats|patients|22232377
agonists|compared_with|agents|22232377
agonists|treats|adults|22232377
agonists|treats|weight loss|22236411
agonist|treats|patients|22236411
agonist|treats|diabetes|22236411
agonists|affects|weight loss|22236411
exenatide|treats|type 2 diabetes|22246377
exenatide|treats|patients|22246377
drug|interacts_with|favourable|22246377
exenatide|treats|diabetic|22246377
exenatide|treats|CHF|22246377
medications|predisposes|ARF|22268550
exenatide|compared_with|medications|22268550
exenatide|predisposes|ARF|22268550
exenatide|treats|diabetic|22268550
Exenatide|predisposes|acute renal failure|22268550
insulin glargine|treats|patients|22321776
insulin glargine|treats|type 2 diabetes mellitus|22321776
glargine|part_of|patients|22321776
exenatide|part_of|patients|22321776
exendin-4|treats|monkeys|22338110
exendin-4|treats|rats|22338110
exendin-4|interacts_with|insulin|22338110
exendin-4|treats|humans|22338110
exenatide|affects|pharmacokinetics|22344551
exenatide|inhibits|glucose|22344551
exenatide|compared_with|placebo|22354133
exenatide|higher_than|placebo|22354133
Exenatide|compared_with|placebo|22354133
exendin-4|interacts_with|GK|22356440
exendin-4|coexists_with|alloxan|22356440
exendin-4|affects|liver|22356440
exendin-4|affects|pancreas|22356440
exendin-4|part_of|mice|22356440
exendin-4|affects|glucose homeostasis|22356440
Exendin-4|treats|symptoms|22356440
exenatide|compared_with|insulin glargine|22357185
metformin|treats|patients|22357185
IG|treats|patients|22357185
insulin glargine|treats|patients|22357185
exenatide|treats|patients|22357185
exendin-4|interacts_with|Sirt1|22363635
Lkb1|part_of|hepatic|22363635
exendin-4|treats|fatty liver|22363635
drugs|treats|diabetes|22365085
exenatide|associated_with|type 2 diabetes|22365085
exenatide|affects|weight reduction|22365085
hypoglycemic agent|treats|diabetic|22365085
hypoglycemic agent|treats|patients|22365085
exenatide|compared_with|placebo|22365085
agonist|inhibits|glucose|22369345
Exenatide|stimulates|GLP-1 receptor|22369345
pioglitazone|treats|T2DM|22369345
pioglitazone|treats|patients|22369345
pioglitazone|treats|type 2 diabetes|22369345
exenatide|treats|type 2 diabetes|22369345
exenatide|treats|patients|22369345
metformin|treats|Type 2 diabetes|22375612
exenatide|treats|type 2 diabetes|22375612
exenatide|treats|patients|22375612
exenatide|compared_with|exenatide|22375612
Liraglutide|isa|analogue|22382611
liraglutide|treats|patients|22382611
liraglutide|interacts_with|exenatide|22405265
liraglutide|interacts_with|peptidase (DPP-4) inhibitors|22405265
antidiabetic agents|treats|weight loss|22405265
agonists|treats|diabetic|22405265
peptidase-4 (DPP-4) inhibitors|treats|patients|22405266
agonists|treats|patients|22405266
agonists|treats|type 2 diabetes|22405266
peptidase-4 (DPP-4) inhibitors|treats|type 2 diabetes|22405266
glucose|isa|medications|22405266
glucose|stimulates|GLP-1 receptor|22405266
GLP-1 RAs|causes|weight loss|22405266
DPP-4 inhibitors|associated_with|infections|22405266
liraglutide|compared_with|exenatide|22405266
liraglutide|compared_with|anti-hyperglycaemic agents|22405266
exenatide|neg_predisposes|pancreatitis|22416857
exenatide|compared_with|medications|22416857
insulin|associated_with|pancreatitis|22416857
medications|predisposes|pancreatitis|22416857
exenatide|predisposes|pancreatitis|22416857
medication|compared_with|medication|22416857
exenatide|isa|medication|22416857
exenatide|compared_with|medication|22416857
exenatide|compared_with|exenatide|22416857
medication|isa|exenatide|22416857
incretin|compared_with|therapies|22420869
agonists|causes|weight loss|22420869
oral contraceptive|treats|women|22429273
oral contraceptive|interacts_with|exenatide|22429273
drugs|inhibits|maximum|22429273
exenatide|affects|gastric emptying|22429273
ethinyl estradiol|isa|oral contraceptive|22429273
drugs|administered_to|patients|22429273
insulin glargine|part_of|participants|22432107
agonists|stimulates|glucagon-like peptide- 1 (GLP-1) receptor|22432846
saxagliptin|stimulates|glucagon-like peptide- 1 (GLP-1) receptor|22432846
glucagon|augments|insulin secretion|22432846
exenatide|interacts_with|GLP-1 receptor|22432846
liraglutide|interacts_with|GLP-1 receptor|22432846
GLP-1|augments|satiety|22432846
agonists|inhibits|blood glucose|22432846
agonists|treats|patients|22432846
agonists|treats|diabetic|22432846
basal insulin|treats|T2DM|22435393
insulin|treats|T2DM|22435393
GLP-1|interacts_with|GLP-1|22435393
insulin|associated_with|type 2 diabetes mellitus|22435393
exenatide|treats|patients|22446132
antihyperglycemic|isa|medications|22446132
exenatide|administered_to|patients|22464691
insulin|compared_with|exenatide|22464691
insulin|higher_than|exenatide|22464691
insulin|administered_to|Patients|22464691
insulin|interacts_with|exenatide|22464691
incretin|compared_with|metformin|22471248
metformin|treats|patients|22471248
metformin|treats|type 2 diabetes|22471248
agonist|stimulates|GLP-1 receptor|22471248
insulin|part_of|brain|22476196
insulin|predisposes|cognitive deficits|22476196
GLP-1|disrupts|food intake|22492036
Exendin-4|interacts_with|agonist|22492036
GLP-1Rs|part_of|nodes|22492036
GLP-1Rs|disrupts|motivation|22492036
exendin-4|isa|analogue|22492036
exenatide|part_of|patients|22496084
exenatide|causes|smaller infarct size|22496084
Exenatide|treats|patients|22496084
Exenatide|treats|ST-segment-elevation myocardial infarction|22496084
GLP-1|affects|diabetic|22496442
exenatide|interacts_with|analogues|22496442
liraglutide|interacts_with|analogues|22496442
incretin|isa|peptidic incretin hormones|22503954
exendin-4|treats|diabetes|22503954
therapeutic protein|treats|diabetes|22503954
exenatide|treats|type 2 diabetes|22510305
exenatide|treats|patients|22510305
exenatide|treats|weight loss|22510305
HbA|part_of|patients|22510305
exenatide|treats|type 2 diabetes mellitus|22510305
glargine|treats|T2DM|22519390
OADs|predisposes|hypoglycemia|22530845
RAs|treats|patients|22530845
exenatide|inhibits|hemoglobin (A1C|22530845
RAs|affects|cardiovascular risk factors|22530845
RAs|affects|adverse events|22530845
RAs|treats|T2DM|22530845
exenatide|treats|type 2 diabetes mellitus|22533526
liraglutide|treats|type 2 diabetes mellitus|22533526
exenatide|compared_with|liraglutide|22533526
exenatide|treats|T2DM|22533526
liraglutide|treats|T2DM|22533526
exenatide|treats|type 2 diabetes|22533526
exenatide|treats|patients|22533526
liraglutide|treats|type 2 diabetes|22533526
liraglutide|treats|patients|22533526
insulin|treats|insulin resistance|22540883
adiponectin|compared_with|metformin|22540883
palmitic-acid|interacts_with|exendin-4|22561689
palmitic-acid|causes|Hypoglycemia|22561689
exendin-4|treats|type 2 diabetes|22561689
exenatide|stimulates|GLP-1R|22566747
insulin|neg_affects|systolic BP|22566747
insulin|treats|type 2 diabetes|22566747
antibodies|coexists_with|HbA|22608106
exenatide|associated_with|type 2 diabetes|22608106
exenatide|inhibits|glipizide|22644981
losartan|treats|high blood pressure|22644981
glipizide|treats|patient|22644981
glipizide|treats|type 2 diabetes mellitus|22644981
drugs|treats|type 2 diabetes|22675341
agonists|compared_with|placebo|22675341
exenatide|stimulates|GLP-1 receptor|22675341
exenatide|treats|renal injury|22687869
exenatide|interacts_with|albumin|22687869
exenatide|administered_to|patients|22687869
exenatide|inhibits|TGF-beta|22687869
Exenatide|inhibits|transforming growth factor-beta1|22687869
Exenatide|disrupts|sleepiness|22716195
Exenatide|treats|excessive daytime sleepiness|22716195
exenatide|treats|type 2 diabetes|22732108
exenatide|compared_with|glimepiride|22732108
exenatide|affects|brachial artery|22732108
exenatide|treats|dilation|22732108
Exenatide|isa|medication|22735035
non-steroidal anti-inflammatory drugs|isa|medications|22762797
exenatide|treats|Type 2 diabetes mellitus|22762797
exenatide|treats|patient|22762797
dopamine|part_of|extracellular|22774922
dopamine|disrupts|striatum|22774922
noradrenaline|disrupts|striatum|22774922
noradrenaline|disrupts|frontal cortex|22774922
dopamine|disrupts|frontal cortex|22774922
agonist|treats|people|22789767
agonist|treats|type 2 diabetes|22789767
Exenatide|stimulates|glucagon-like peptide 1|22789767
insulin glargine|part_of|patients|22793669
insulin glargine|associated_with|type 2 diabetes mellitus|22793669
exenatide|compared_with|insulin glargine|22793669
exenatide|associated_with|type 2 diabetes mellitus|22793669
exenatide|part_of|patients|22793669
IG|treats|patients|22793669
IG|treats|T2DM|22793669
exenatide|treats|type 2 diabetes|22793669
insulin glargine|treats|patients|22793669
insulin glargine|treats|type 2 diabetes|22793669
exenatide|treats|patients|22793669
liraglutide|compared_with|exenatide|22804841
exenatide|augments|renal excretion|22808453
Exenatide|augments|kaliuresis|22808453
exenatide|associated_with|type 2 diabetes|22825226
agonists|treats|obesity|22827554
agonists|treats|type II diabetes|22827554
exendin-4|affects|eating|22827554
Ex-4|associated_with|SDA|22827554
Ex-4|stimulates|c-Fos|22827554
exendin-4|treats|diabetes|22831885
drug|treats|hypothalamic obesity|22831885
exendin-4|treats|type 2 diabetes|22831918
Exenatide|causes|weight loss|22831918
Exenatide|treats|patient|22831918
Exenatide|treats|severe hypothalamic obesity|22831918
exenatide|treats|patients|22831918
exendin-4|treats|patient|22831918
exendin-4|treats|hypothalamic obesity|22831918
exenatide|neg_administered_to|patients|22845701
liraglutide|treats|type 2 diabetes mellitus|22862847
liraglutide|compared_with|therapies|22862847
agonist|treats|patients|22884767
agonist|treats|type 2 diabetes|22884767
exenatide|stimulates|glucagon-like peptide-1 receptor|22884767
insulin glargine|treats|patients|22884767
insulin glargine|treats|type 2 diabetes|22884767
insulin glargine|coexists_with|HbA|22884767
HbA|part_of|patients|22884767
insulin|treats|patients|22884767
insulin|treats|type 2 diabetes|22884767
drug|treats|type 2 diabetes|22884767
exenatide|treats|type 2 diabetes|22884767
exenatide|treats|patients|22884767
exenatide|compared_with|insulin|22884767
Exenatide|stimulates|glucagon-like peptide-1 receptor|22913891
exenatide|treats|patients|22913892
medications|administered_to|patients|22913892
Exenatide|treats|type 2 diabetes mellitus|22913892
neurotoxin|causes|rodent model|22921965
Exendin-4|stimulates|glucagon-like peptide-1 receptor|22921965
exenatide|treats|type 2 diabetes|22925173
exenatide|treats|patients|22925173
Exenatide|treats|type 2 diabetes|22925173
exenatide|administered_to|patients|22931974
exenatide|treats|Patients|22931974
GLP-1|disrupts|appetite|22945360
agonists|stimulates|GLP-1 receptor|22945360
agonists|inhibits|blood glucose|22945360
agonists|treats|type 2 diabetes mellitus|22945360
Ex4|treats|fatty livers|22960075
Exendin 4|associated_with|injury|22960075
Exendin 4|associated_with|steatotic liver|22960075
agonist|treats|type 2 diabetes|22960288
Exenatide|stimulates|glucagon-like peptide-1 receptor|22960288
exenatide|affects|motility|22960288
exenatide|affects|gallbladder emptying|22960288
CCK|compared_with|placebo|22960288
exenatide|compared_with|placebo|22960288
Exenatide|neg_affects|pancreatic|22960288
pramlintide acetate|coexists_with|dodecyl maltoside|22960403
Exenatide|coexists_with|dodecyl maltoside|22960403
exenatide|administered_to|Mice|22960403
pramlintide acetate|administered_to|mice|22960403
pramlintide acetate|neg_affects|weight gain|22960403
exenatide|disrupts|Food intake|22960403
exenatide|neg_affects|Water intake|22960403
pramlintide acetate|disrupts|water intake|22960403
exenatide|coexists_with|blood glucose|22960403
pramlintide acetate|coexists_with|blood glucose|22960403
pramlintide acetate|coexists_with|DDM|22960403
exenatide|coexists_with|DDM|22960403
synthetic peptide|isa|amide|22960403
leptin|interacts_with|exenatide|22960403
leptin|interacts_with|pramlintide acetate|22960403
basal insulin|treats|patients|22982784
basal insulin|treats|type 2 diabetes mellitus|22982784
exenatide|treats|type 2 diabetes mellitus|22982784
exenatide|treats|patients|22982784
medications|treats|patients|22982784
exenatide|disrupts|blood pressure|22982784
exendin-4|part_of|rats|22983684
exendin-4|prevents|hyperglycemia|22983684
exendin-4|treats|mice|23000581
exendin-4|isa|drug|23000581
exendin-4|predisposes|infection|23000581
agonists|treats|patients|23010561
agonists|affects|serious adverse events|23010561
exenatide|predisposes|AP|23010561
liraglutide|predisposes|AP|23010561
exenatide|associated_with|cancer|23010561
Liraglutide|predisposes|thyroid cancer|23010561
agonists|affects|cancer|23010561
HbA|stimulates|insulin|23019799
metformin|neg_treats|patients|23031623
TZD|neg_treats|patients|23031623
exenatide|administered_to|patients|23031623
exenatide|coexists_with|HbA|23031623
HbA|coexists_with|HbA|23031623
thiazolidinedione|treats|type 2 diabetes mellitus|23031623
exenatide|treats|type 2 diabetes mellitus|23031623
exenatide|treats|patients|23031623
exenatide|part_of|patients|23039898
exenatide|administered_to|patients|23039898
exenatide|part_of|Patients|23039898
exenatide|treats|patients|23039898
exenatide|compared_with|regimens|23039898
neuroprotective agent|interacts_with|exendin-4|23059457
Exendin-4|stimulates|glucagon-like peptide-1 receptor|23059457
basal insulin|interacts_with|glucose|23061470
agonist|treats|patients|23061886
basal insulin|treats|type 2 diabetes|23061886
agonist|treats|type 2 diabetes|23061886
exenatide|stimulates|glucagon-like peptide 1 receptor|23061886
Exenatide|stimulates|insulin|23061886
Glucagon-like peptide|augments|insulin secretion|23078126
glucose|augments|hypoglycaemia|23078126
exendin-4|produces|cholera toxin B subunit|23078126
EX4|augments|insulin secretion|23078126
EX4|neg_causes|hypoglycaemia|23078126
exendin-4|part_of|chloroplasts|23078126
agonists|treats|type 2 diabetes|23094590
GLP-1-RA|augments|tachyphylaxis|23094590
proinsulin|part_of|cells|23099275
exendin-4|part_of|cells|23099275
biopharmaceuticals|part_of|human|23099275
glucagon|affects|glucose homeostasis|23122871
glucagon|isa|peptide hormones|23122871
Oxyntomodulin|isa|peptide hormones|23122871
peptide hormones|affects|glucose homeostasis|23122871
exendin-4|isa|peptide hormones|23122871
exendin-4|affects|glucose homeostasis|23122871
Oxyntomodulin|affects|glucose homeostasis|23122871
glucagon receptors|interacts_with|glucagon|23122871
OXM|interacts_with|GLP-1|23122871
glucagon|interacts_with|GLP-1|23122871
glucagon receptors|interacts_with|OXM|23122871
hormones|treats|cattle|23122871
OXM|interacts_with|insulin|23122871
Oxyntomodulin|treats|hypoglycemia|23122871
agonist|treats|type 2 diabetes|23139373
HbA|compared_with|exenatide|23139373
HbA|higher_than|exenatide|23139373
exenatide|treats|type 2 diabetes|23139373
agonist|compared_with|exenatide|23139373
exenatide|augments|free water clearance|23155627
Exenatide|augments|excretion|23155627
exenatide|treats|hyperglycemia|23186969
glucose|part_of|patients|23186969
exenatide|compared_with|INT|23186969
Exenatide|treats|patients|23186969
exenatide|administered_to|patients|23186969
glucose|treats|patients|23186969
exenatide|coexists_with|glucose|23186969
metformin|treats|patients|23186975
metformin|treats|type 2 diabetes|23186975
exenatide|treats|type 2 diabetes|23186975
exenatide|treats|patients|23186975
exenatide|compared_with|metformin|23186975
exenatide|part_of|patients|23186975
liraglutide|compared_with|exenatide|23186975
liraglutide|part_of|patients|23186975
exenatide|treats|weight loss|23191935
exenatide|treats|adult|23191935
exenatide|treats|adults|23191935
Exenatide|associated_with|overweight|23191935
Exenatide|treats|patients|23191935
drug|treats|type 2 diabetes|23220706
Exendin-4|stimulates|glucagon-like peptide-1 receptor|23220706
exendin-4|interacts_with|exendin-4|23220706
Exendin-4|inhibits|TNFalpha|23220706
drugs|treats|vascular diseases|23220706
agonists|treats|vascular diseases|23220706
agonist|treats|hyperplasia|23220706
exenatide|treats|humans|23229855
exenatide|part_of|human|23229855
HbA|interacts_with|lipid|23236362
HbA|part_of|patients|23236362
metformin|treats|Patients|23236362
HbA|coexists_with|IHL|23236362
agonists|prevents|liver fat|23236362
exendin-4|stimulates|glucagon- like peptide-1 receptor|23256660
agonist|treats|diabetes|23256660
exenatide|treats|T2DM|23256660
glucagon|inhibits|gastric emptying|23256660
exenatide|treats|diabetes|23256660
metformin|treats|type 2 diabetes|23275363
sulfonylureas|treats|type 2 diabetes|23275363
exenatide|treats|type 2 diabetes|23275363
insulin detemir|treats|patients|23275363
exenatide|treats|patients|23275363
insulin detemir|treats|type 2 diabetes|23275363
exenatide|compared_with|insulin detemir|23275363
Exenatide|stimulates|glucagon-like peptide-1 receptor|23291680
glucagon-like peptide-1|affects|satiation|23295502
agonists|causes|weight loss|23295502
exenatide|treats|hyperglycemia|23295502
liraglutide|treats|hyperglycemia|23295502
exenatide|treats|type 2 diabetes|23340146
exenatide|treats|patients|23340146
cAMP-dependent protein kinase|augments|PKA activity|23349500
PKA|augments|insulin secretion|23349500
incretins|neg_interacts_with|PKA|23349500
proteins|affects|exocytosis|23349500
PKA|affects|insulin secretion|23349500
insulin|interacts_with|glucose|23349500
agonists|treats|type 2 diabetes mellitus|23357334
glucagon-like peptide-1|associated_with|nausea|23357334
glucagon-like peptide-1|associated_with|vomiting|23357334
GLP-1 receptor|affects|emesis|23357334
Exendin-4|stimulates|GLP-1 receptor|23357334
exendin-4|causes|emesis|23357334
emetic|affects|brainstem|23357334
exendin-4|interacts_with|GLP-1 receptors|23357334
exendin-4|stimulates|GLP-1 receptor|23357334
GLP-1|affects|injury|23364453
exenatide|isa|analog|23364453
vildagliptin|treats|diabetes|23364453
NADPH oxidase|produces|reactive oxygen species|23364453
GLP-1|associated_with|diabetes|23364453
GLP-1|stimulates|Rho|23364453
agonists|affects|gastrointestinal disorders|23365557
exenatide|associated_with|type 2 diabetes|23365557
liraglutide|associated_with|type 2 diabetes|23365557
drugs|compared_with|drugs|23433305
drugs|treats|type 2 diabetes|23433305
liraglutide|isa|drugs|23433305
liraglutide|treats|type 2 diabetes|23433305
liraglutide|treats|type 2 diabetes|23433305
liraglutide|compared_with|drugs|23433305
drugs|isa|liraglutide|23433305
liraglutide|compared_with|liraglutide|23433305
exenatide|interacts_with|exenatide|23433305
exenatide|isa|drugs|23433305
exenatide|compared_with|liraglutide|23433305
liraglutide|interacts_with|liraglutide|23433305
liraglutide|interacts_with|exenatide|23433305
drugs|interacts_with|liraglutide|23433305
drugs|interacts_with|exenatide|23433305
exenatide|interacts_with|liraglutide|23433305
exenatide|compared_with|placebo|23433305
exenatide|inhibits|systolic blood pressure|23433305
liraglutide|compared_with|placebo|23433305
liraglutide|inhibits|SBP|23433305
glimepiride|treats|patients|23433305
glimepiride|treats|T2DM|23433305
exenatide|predisposes|pancreatitis|23440284
medications|treats|type 2 diabetes|23471935
Exenatide|compared_with|exenatide|23471935
exenatide|treats|patients|23471935
exenatide|part_of|patients|23471935
exenatide|compared_with|placebo|23473527
exenatide|treats|type 2 diabetes mellitus|23473527
exenatide|treats|patients|23473527
agonist|treats|patients|23553357
exenatide|stimulates|glucagon-like peptide-1|23553357
exenatide|isa|drug|23553357
exenatide|inhibits|hemoglobin A1c|23553357
agonist|treats|type 2 diabetes mellitus|23553357
GLP-1|affects|energy expenditure|23562866
GLP-1|augments|energy expenditure|23562866
agonism|neg_affects|energy expenditure|23562866
glucose|treats|patients|23578605
glucose|treats|type 2 diabetes|23578605
Exenatide|stimulates|glucagon-like peptide-1 receptor|23578605
exenatide|inhibits|glucose|23578605
Glucagon-like-peptide-1|affects|food intake|23613987
Glucagon-like-peptide-1|affects|glucose metabolism|23613987
GLP-1|part_of|Wistar rats|23613987
GLP-1|inhibits|GLP-1 receptors|23613987
liraglutide|disrupts|food intake|23616105
incretin hormone|treats|T2DM|23640454
GLP-1 analogs|augments|insulin secretion|23640454
GLP-1 analogs|augments|plasticity|23640454
net|stimulates|drug|23640454
exenatide|neg_affects|brain metabolism|23640454
exenatide|affects|cognition|23640454
Exenatide|treats|mice|23640454
exenatide|compared_with|insulin glargine|23640946
Exenatide|compared_with|insulin glargine|23640946
Exenatide|interacts_with|favorable|23640946
Exenatide|treats|T2DM|23640946
exenatide|treats|type 2 diabetes mellitus|23640946
insulin glargine|treats|patients|23640946
insulin glargine|treats|type 2 diabetes mellitus|23640946
exenatide|treats|patients|23640946
exenatide|compared_with|injections|23645886
metformin|treats|type 2 diabetes|23645886
exenatide|associated_with|type 2 diabetes|23645886
exenatide|treats|diabetes mellitus|23659201
exenatide|compared_with|insulin glargine|23659201
insulin glargine|treats|patients|23659201
exenatide|treats|diabetes|23659201
exenatide|treats|patients|23659201
insulin glargine|treats|diabetes|23659201
exenatide|compared_with|exenatide|23659201
exenatide|affects|cell function|23744726
exenatide|administered_to|patients|23744726
resistin|compared_with|metformin|23744726
exendin-4|treats|type 2 diabetes|23747732
exendin-4|part_of|individual|23747732
anti-diabetic agent|treats|type 2 diabetes|23747732
Exenatide|stimulates|glucagon-like peptide-1 receptor|23748506
agonist|predisposes|hypoglycemia|23748506
exenatide|treats|type 2 diabetes mellitus|23748506
exenatide|treats|patients|23748506
exenatide|stimulates|GLP-1 receptor|23748507
exenatide|treats|type 2 diabetes mellitus|23748507
exenatide|treats|patients|23748507
RAs|inhibits|glucose|23748861
GLP-1|part_of|patients|23748861
exenatide|compared_with|insulin glargine|23784159
exenatide|higher_than|insulin glargine|23784159
exenatide|treats|patients|23784159
exenatide|treats|hemorrhagic pancreatitis|23784159
exenatide|treats|type 2 diabetes|23784159
exenatide|treats|type 2 diabetes mellitus|23784159
exenatide|isa|incretin|23865382
liraglutide|isa|incretin|23865382
GLP-1 RAs|treats|hyperglycemia|23865382
GLP-1 RAs|treats|T2DM|23865382
exenatide|administered_to|patients|23868944
insulin|part_of|rat|23891516
exendin-4|stimulates|insulin|23891516
bovine insulin|causes|glucose-lowering effect|23891516
hypoglycemic|affects|ingestion|23891516
exendin-4|treats|NPs|23891516
bovine insulin|treats|NPs|23891516
exenatide|treats|type 2 diabetes mellitus|23895999
liraglutide|treats|type 2 diabetes|23971789
GLP-1 RAs|treats|T2D|23971789
GLP-1 RAs|treats|hyperglycemia|23971789
agonists|treats|Type 2 diabetes|23971789
hypoglycemic|treats|mice|23976850
exendin-4|treats|type 2 diabetes|23976850
antihyperglycemic|isa|drugs|23981106
exendin-4|treats|type 2 diabetes mellitus|23984340
exendin-4|stimulates|glucagon-like peptide-1 receptor|23984340
GLP-1|associated_with|T2D|23986202
GLP-1|interacts_with|insulin|23986202
peptidase-4 (DPP-4) inhibitors|interacts_with|insulin|23986202
exendin-4|disrupts|signaling|23986202
GLP-1|coexists_with|glucose|23986202
exendin-4|interacts_with|insulin|23986202
insulin|affects|insulin secretion|23986202
agonist|prevents|symptoms|24101584
Exendin-4|stimulates|GLP-1|24101584
agonist|prevents|cachexia|24101584
